subject_id,variable,value
1157,was_odd_child,4.0
1158,was_odd_child,3.0
1159,was_odd_child,4.0
1160,was_odd_child,1.0
1161,was_odd_child,3.0
1162,was_odd_child,4.0
1163,was_odd_child,1.0
1164,was_odd_child,2.0
1165,was_odd_child,4.0
1166,was_odd_child,2.0
1167,was_odd_child,5.0
1168,was_odd_child,4.0
1169,was_odd_child,4.0
1170,was_odd_child,2.0
1171,was_odd_child,4.0
1172,was_odd_child,4.0
1173,was_odd_child,4.0
1174,was_odd_child,5.0
1175,was_odd_child,3.0
1176,was_odd_child,4.0
1177,was_odd_child,3.0
1178,was_odd_child,4.0
1179,was_odd_child,5.0
1180,was_odd_child,4.0
1181,was_odd_child,5.0
1182,was_odd_child,5.0
1183,was_odd_child,3.0
1184,was_odd_child,5.0
1185,was_odd_child,2.0
1186,was_odd_child,4.0
1187,was_odd_child,4.0
1188,was_odd_child,5.0
1189,was_odd_child,3.0
1190,was_odd_child,5.0
1191,was_odd_child,5.0
1192,was_odd_child,5.0
1193,was_odd_child,5.0
1194,was_odd_child,1.0
1195,was_odd_child,4.0
1196,was_odd_child,4.0
1197,was_odd_child,5.0
1198,was_odd_child,2.0
1199,was_odd_child,5.0
1200,was_odd_child,5.0
1201,was_odd_child,5.0
1202,was_odd_child,3.0
1203,was_odd_child,4.0
1204,was_odd_child,4.0
1205,was_odd_child,4.0
1206,was_odd_child,5.0
1207,was_odd_child,2.0
1208,was_odd_child,4.0
1209,was_odd_child,2.0
1210,was_odd_child,2.0
1211,was_odd_child,3.0
1212,was_odd_child,5.0
1213,was_odd_child,4.0
1214,was_odd_child,3.0
1215,was_odd_child,3.0
1216,was_odd_child,3.0
1217,was_odd_child,2.0
1218,was_odd_child,4.0
1219,was_odd_child,4.0
1220,was_odd_child,2.0
1221,was_odd_child,5.0
1222,was_odd_child,4.0
1223,was_odd_child,2.0
1224,was_odd_child,5.0
1225,was_odd_child,3.0
1226,was_odd_child,4.0
1227,was_odd_child,2.0
1228,was_odd_child,3.0
1229,was_odd_child,1.0
1230,was_odd_child,3.0
1231,was_odd_child,4.0
1232,was_odd_child,3.0
1233,was_odd_child,4.0
1234,was_odd_child,5.0
1235,was_odd_child,4.0
1236,was_odd_child,5.0
1237,was_odd_child,4.0
1238,was_odd_child,3.0
1239,was_odd_child,3.0
1240,was_odd_child,5.0
1241,was_odd_child,3.0
1242,was_odd_child,5.0
1243,was_odd_child,5.0
1244,was_odd_child,2.0
1245,was_odd_child,4.0
1246,was_odd_child,4.0
1247,was_odd_child,5.0
1248,was_odd_child,5.0
1249,was_odd_child,4.0
1250,was_odd_child,4.0
1251,was_odd_child,5.0
1252,was_odd_child,2.0
1253,was_odd_child,5.0
1254,was_odd_child,2.0
1255,was_odd_child,4.0
1256,was_odd_child,3.0
1257,was_odd_child,2.0
1258,was_odd_child,5.0
1259,was_odd_child,5.0
1260,was_odd_child,3.0
1261,was_odd_child,3.0
1262,was_odd_child,3.0
1263,was_odd_child,3.0
1264,was_odd_child,4.0
1265,was_odd_child,4.0
1266,was_odd_child,3.0
1267,was_odd_child,4.0
1268,was_odd_child,5.0
1269,was_odd_child,2.0
1270,was_odd_child,4.0
1271,was_odd_child,5.0
1272,was_odd_child,4.0
1273,was_odd_child,4.0
1274,was_odd_child,4.0
1275,was_odd_child,2.0
1276,was_odd_child,4.0
1277,was_odd_child,3.0
1278,was_odd_child,4.0
1279,was_odd_child,4.0
1280,was_odd_child,4.0
1281,was_odd_child,5.0
1282,was_odd_child,2.0
1283,was_odd_child,4.0
1284,was_odd_child,3.0
1285,was_odd_child,5.0
1286,was_odd_child,4.0
1287,was_odd_child,5.0
1288,was_odd_child,5.0
1289,was_odd_child,4.0
1290,was_odd_child,5.0
1291,was_odd_child,2.0
1292,was_odd_child,3.0
1293,was_odd_child,3.0
1294,was_odd_child,3.0
1295,was_odd_child,4.0
1296,was_odd_child,5.0
1297,was_odd_child,4.0
1298,was_odd_child,5.0
1299,was_odd_child,3.0
1300,was_odd_child,5.0
1301,was_odd_child,2.0
1302,was_odd_child,5.0
1303,was_odd_child,5.0
1304,was_odd_child,4.0
1305,was_odd_child,5.0
1306,was_odd_child,3.0
1307,was_odd_child,5.0
1308,was_odd_child,3.0
1309,was_odd_child,4.0
1310,was_odd_child,3.0
1311,was_odd_child,4.0
1312,was_odd_child,3.0
1313,was_odd_child,3.0
1314,was_odd_child,4.0
1315,was_odd_child,4.0
1316,was_odd_child,3.0
1317,was_odd_child,5.0
1318,was_odd_child,5.0
1319,was_odd_child,3.0
1320,was_odd_child,2.0
1321,was_odd_child,3.0
1322,was_odd_child,4.0
1323,was_odd_child,5.0
1324,was_odd_child,4.0
1325,was_odd_child,4.0
1326,was_odd_child,5.0
1327,was_odd_child,2.0
1328,was_odd_child,5.0
1329,was_odd_child,3.0
1330,was_odd_child,3.0
1331,was_odd_child,3.0
1332,was_odd_child,4.0
1333,was_odd_child,1.0
1334,was_odd_child,5.0
1335,was_odd_child,5.0
1336,was_odd_child,3.0
1337,was_odd_child,5.0
1338,was_odd_child,5.0
1339,was_odd_child,1.0
1340,was_odd_child,3.0
1341,was_odd_child,5.0
1342,was_odd_child,3.0
1343,was_odd_child,5.0
1344,was_odd_child,4.0
1345,was_odd_child,2.0
1346,was_odd_child,4.0
1347,was_odd_child,2.0
1348,was_odd_child,5.0
1349,was_odd_child,4.0
1350,was_odd_child,4.0
1351,was_odd_child,2.0
1352,was_odd_child,2.0
1353,was_odd_child,5.0
1354,was_odd_child,5.0
1355,was_odd_child,3.0
1356,was_odd_child,4.0
1357,was_odd_child,3.0
1358,was_odd_child,2.0
1359,was_odd_child,5.0
1360,was_odd_child,1.0
1361,was_odd_child,4.0
1362,was_odd_child,5.0
1363,was_odd_child,3.0
1364,was_odd_child,5.0
1365,was_odd_child,5.0
1366,was_odd_child,3.0
1367,was_odd_child,3.0
1368,was_odd_child,4.0
1369,was_odd_child,2.0
1370,was_odd_child,4.0
1371,was_odd_child,4.0
1372,was_odd_child,5.0
1373,was_odd_child,3.0
1374,was_odd_child,3.0
1375,was_odd_child,3.0
1376,was_odd_child,3.0
1377,was_odd_child,4.0
1378,was_odd_child,4.0
1379,was_odd_child,4.0
1380,was_odd_child,4.0
1381,was_odd_child,4.0
1382,was_odd_child,4.0
1383,was_odd_child,3.0
1384,was_odd_child,4.0
1385,was_odd_child,3.0
1386,was_odd_child,3.0
1387,was_odd_child,5.0
1388,was_odd_child,4.0
1389,was_odd_child,5.0
1390,was_odd_child,5.0
0,prefer_fictional_people,5.0
1,prefer_fictional_people,3.0
2,prefer_fictional_people,5.0
3,prefer_fictional_people,4.0
4,prefer_fictional_people,5.0
5,prefer_fictional_people,4.0
6,prefer_fictional_people,5.0
7,prefer_fictional_people,4.0
8,prefer_fictional_people,5.0
9,prefer_fictional_people,2.0
10,prefer_fictional_people,5.0
11,prefer_fictional_people,3.0
12,prefer_fictional_people,1.0
13,prefer_fictional_people,5.0
14,prefer_fictional_people,1.0
15,prefer_fictional_people,1.0
16,prefer_fictional_people,3.0
17,prefer_fictional_people,1.0
18,prefer_fictional_people,4.0
19,prefer_fictional_people,3.0
20,prefer_fictional_people,2.0
21,prefer_fictional_people,4.0
22,prefer_fictional_people,1.0
23,prefer_fictional_people,5.0
24,prefer_fictional_people,4.0
25,prefer_fictional_people,2.0
26,prefer_fictional_people,5.0
27,prefer_fictional_people,2.0
28,prefer_fictional_people,3.0
29,prefer_fictional_people,1.0
30,prefer_fictional_people,5.0
31,prefer_fictional_people,5.0
32,prefer_fictional_people,1.0
33,prefer_fictional_people,1.0
34,prefer_fictional_people,5.0
35,prefer_fictional_people,5.0
36,prefer_fictional_people,5.0
37,prefer_fictional_people,5.0
38,prefer_fictional_people,5.0
39,prefer_fictional_people,4.0
40,prefer_fictional_people,5.0
41,prefer_fictional_people,5.0
42,prefer_fictional_people,1.0
43,prefer_fictional_people,2.0
44,prefer_fictional_people,5.0
45,prefer_fictional_people,5.0
46,prefer_fictional_people,1.0
47,prefer_fictional_people,1.0
48,prefer_fictional_people,5.0
49,prefer_fictional_people,2.0
50,prefer_fictional_people,1.0
51,prefer_fictional_people,4.0
52,prefer_fictional_people,4.0
53,prefer_fictional_people,5.0
54,prefer_fictional_people,1.0
55,prefer_fictional_people,4.0
56,prefer_fictional_people,4.0
57,prefer_fictional_people,1.0
58,prefer_fictional_people,5.0
59,prefer_fictional_people,5.0
60,prefer_fictional_people,1.0
61,prefer_fictional_people,5.0
62,prefer_fictional_people,4.0
63,prefer_fictional_people,5.0
64,prefer_fictional_people,4.0
65,prefer_fictional_people,2.0
66,prefer_fictional_people,1.0
67,prefer_fictional_people,5.0
68,prefer_fictional_people,1.0
69,prefer_fictional_people,4.0
70,prefer_fictional_people,5.0
71,prefer_fictional_people,1.0
72,prefer_fictional_people,1.0
73,prefer_fictional_people,2.0
74,prefer_fictional_people,5.0
75,prefer_fictional_people,4.0
76,prefer_fictional_people,1.0
77,prefer_fictional_people,5.0
78,prefer_fictional_people,1.0
79,prefer_fictional_people,1.0
80,prefer_fictional_people,5.0
81,prefer_fictional_people,2.0
82,prefer_fictional_people,5.0
83,prefer_fictional_people,1.0
84,prefer_fictional_people,1.0
85,prefer_fictional_people,5.0
86,prefer_fictional_people,5.0
87,prefer_fictional_people,5.0
88,prefer_fictional_people,3.0
89,prefer_fictional_people,1.0
90,prefer_fictional_people,5.0
91,prefer_fictional_people,1.0
92,prefer_fictional_people,3.0
93,prefer_fictional_people,5.0
94,prefer_fictional_people,5.0
95,prefer_fictional_people,4.0
96,prefer_fictional_people,1.0
97,prefer_fictional_people,5.0
98,prefer_fictional_people,1.0
99,prefer_fictional_people,2.0
100,prefer_fictional_people,1.0
101,prefer_fictional_people,1.0
102,prefer_fictional_people,1.0
103,prefer_fictional_people,1.0
104,prefer_fictional_people,1.0
105,prefer_fictional_people,5.0
106,prefer_fictional_people,2.0
107,prefer_fictional_people,5.0
108,prefer_fictional_people,1.0
109,prefer_fictional_people,1.0
110,prefer_fictional_people,5.0
111,prefer_fictional_people,5.0
112,prefer_fictional_people,3.0
113,prefer_fictional_people,5.0
114,prefer_fictional_people,1.0
115,prefer_fictional_people,1.0
116,prefer_fictional_people,1.0
117,prefer_fictional_people,4.0
118,prefer_fictional_people,4.0
119,prefer_fictional_people,1.0
120,prefer_fictional_people,5.0
121,prefer_fictional_people,5.0
122,prefer_fictional_people,2.0
123,prefer_fictional_people,1.0
124,prefer_fictional_people,1.0
125,prefer_fictional_people,5.0
126,prefer_fictional_people,0.0
127,prefer_fictional_people,0.0
128,prefer_fictional_people,4.0
129,prefer_fictional_people,1.0
130,prefer_fictional_people,4.0
131,prefer_fictional_people,4.0
132,prefer_fictional_people,1.0
133,prefer_fictional_people,4.0
134,prefer_fictional_people,2.0
135,prefer_fictional_people,5.0
136,prefer_fictional_people,4.0
137,prefer_fictional_people,5.0
138,prefer_fictional_people,1.0
139,prefer_fictional_people,1.0
140,prefer_fictional_people,1.0
141,prefer_fictional_people,4.0
142,prefer_fictional_people,5.0
143,prefer_fictional_people,5.0
144,prefer_fictional_people,1.0
145,prefer_fictional_people,5.0
146,prefer_fictional_people,1.0
147,prefer_fictional_people,4.0
148,prefer_fictional_people,5.0
149,prefer_fictional_people,2.0
150,prefer_fictional_people,1.0
151,prefer_fictional_people,1.0
152,prefer_fictional_people,1.0
153,prefer_fictional_people,3.0
154,prefer_fictional_people,4.0
155,prefer_fictional_people,1.0
156,prefer_fictional_people,2.0
157,prefer_fictional_people,5.0
158,prefer_fictional_people,4.0
159,prefer_fictional_people,4.0
160,prefer_fictional_people,1.0
161,prefer_fictional_people,2.0
162,prefer_fictional_people,2.0
163,prefer_fictional_people,2.0
164,prefer_fictional_people,4.0
165,prefer_fictional_people,1.0
166,prefer_fictional_people,1.0
167,prefer_fictional_people,1.0
168,prefer_fictional_people,5.0
169,prefer_fictional_people,1.0
170,prefer_fictional_people,4.0
171,prefer_fictional_people,4.0
172,prefer_fictional_people,3.0
173,prefer_fictional_people,1.0
174,prefer_fictional_people,1.0
175,prefer_fictional_people,1.0
176,prefer_fictional_people,1.0
177,prefer_fictional_people,4.0
178,prefer_fictional_people,1.0
179,prefer_fictional_people,5.0
180,prefer_fictional_people,2.0
181,prefer_fictional_people,1.0
182,prefer_fictional_people,5.0
183,prefer_fictional_people,1.0
184,prefer_fictional_people,1.0
185,prefer_fictional_people,3.0
186,prefer_fictional_people,3.0
187,prefer_fictional_people,1.0
188,prefer_fictional_people,1.0
189,prefer_fictional_people,1.0
190,prefer_fictional_people,1.0
191,prefer_fictional_people,1.0
192,prefer_fictional_people,1.0
193,prefer_fictional_people,1.0
194,prefer_fictional_people,2.0
195,prefer_fictional_people,1.0
196,prefer_fictional_people,5.0
197,prefer_fictional_people,1.0
198,prefer_fictional_people,4.0
199,prefer_fictional_people,4.0
200,prefer_fictional_people,1.0
201,prefer_fictional_people,4.0
202,prefer_fictional_people,2.0
203,prefer_fictional_people,5.0
204,prefer_fictional_people,1.0
205,prefer_fictional_people,5.0
206,prefer_fictional_people,1.0
207,prefer_fictional_people,5.0
208,prefer_fictional_people,1.0
209,prefer_fictional_people,2.0
210,prefer_fictional_people,4.0
211,prefer_fictional_people,5.0
212,prefer_fictional_people,2.0
213,prefer_fictional_people,1.0
214,prefer_fictional_people,1.0
215,prefer_fictional_people,1.0
216,prefer_fictional_people,1.0
217,prefer_fictional_people,5.0
218,prefer_fictional_people,4.0
219,prefer_fictional_people,4.0
220,prefer_fictional_people,5.0
221,prefer_fictional_people,3.0
222,prefer_fictional_people,2.0
223,prefer_fictional_people,2.0
224,prefer_fictional_people,4.0
225,prefer_fictional_people,5.0
226,prefer_fictional_people,5.0
227,prefer_fictional_people,4.0
228,prefer_fictional_people,1.0
229,prefer_fictional_people,5.0
230,prefer_fictional_people,5.0
231,prefer_fictional_people,1.0
232,prefer_fictional_people,4.0
233,prefer_fictional_people,5.0
234,prefer_fictional_people,5.0
235,prefer_fictional_people,0.0
236,prefer_fictional_people,2.0
237,prefer_fictional_people,5.0
238,prefer_fictional_people,1.0
239,prefer_fictional_people,3.0
240,prefer_fictional_people,3.0
241,prefer_fictional_people,1.0
242,prefer_fictional_people,1.0
243,prefer_fictional_people,1.0
244,prefer_fictional_people,5.0
245,prefer_fictional_people,2.0
246,prefer_fictional_people,5.0
247,prefer_fictional_people,5.0
248,prefer_fictional_people,5.0
249,prefer_fictional_people,1.0
250,prefer_fictional_people,1.0
251,prefer_fictional_people,1.0
252,prefer_fictional_people,1.0
253,prefer_fictional_people,4.0
254,prefer_fictional_people,4.0
255,prefer_fictional_people,1.0
256,prefer_fictional_people,1.0
257,prefer_fictional_people,5.0
258,prefer_fictional_people,1.0
259,prefer_fictional_people,4.0
260,prefer_fictional_people,1.0
261,prefer_fictional_people,4.0
262,prefer_fictional_people,1.0
263,prefer_fictional_people,1.0
264,prefer_fictional_people,2.0
265,prefer_fictional_people,2.0
266,prefer_fictional_people,5.0
267,prefer_fictional_people,4.0
268,prefer_fictional_people,4.0
269,prefer_fictional_people,4.0
270,prefer_fictional_people,1.0
271,prefer_fictional_people,1.0
272,prefer_fictional_people,2.0
273,prefer_fictional_people,4.0
274,prefer_fictional_people,1.0
275,prefer_fictional_people,1.0
276,prefer_fictional_people,2.0
277,prefer_fictional_people,4.0
278,prefer_fictional_people,1.0
279,prefer_fictional_people,2.0
280,prefer_fictional_people,4.0
281,prefer_fictional_people,1.0
282,prefer_fictional_people,3.0
283,prefer_fictional_people,5.0
284,prefer_fictional_people,1.0
285,prefer_fictional_people,4.0
286,prefer_fictional_people,1.0
287,prefer_fictional_people,2.0
288,prefer_fictional_people,5.0
289,prefer_fictional_people,1.0
290,prefer_fictional_people,1.0
291,prefer_fictional_people,5.0
292,prefer_fictional_people,1.0
293,prefer_fictional_people,3.0
294,prefer_fictional_people,1.0
295,prefer_fictional_people,4.0
296,prefer_fictional_people,1.0
297,prefer_fictional_people,4.0
298,prefer_fictional_people,5.0
299,prefer_fictional_people,4.0
300,prefer_fictional_people,5.0
301,prefer_fictional_people,5.0
302,prefer_fictional_people,5.0
303,prefer_fictional_people,1.0
304,prefer_fictional_people,3.0
305,prefer_fictional_people,5.0
306,prefer_fictional_people,4.0
307,prefer_fictional_people,1.0
308,prefer_fictional_people,5.0
309,prefer_fictional_people,5.0
310,prefer_fictional_people,2.0
311,prefer_fictional_people,2.0
312,prefer_fictional_people,1.0
313,prefer_fictional_people,1.0
314,prefer_fictional_people,4.0
315,prefer_fictional_people,3.0
316,prefer_fictional_people,4.0
317,prefer_fictional_people,4.0
318,prefer_fictional_people,4.0
319,prefer_fictional_people,1.0
320,prefer_fictional_people,2.0
321,prefer_fictional_people,1.0
322,prefer_fictional_people,3.0
323,prefer_fictional_people,3.0
324,prefer_fictional_people,1.0
325,prefer_fictional_people,2.0
326,prefer_fictional_people,4.0
327,prefer_fictional_people,1.0
328,prefer_fictional_people,5.0
329,prefer_fictional_people,3.0
330,prefer_fictional_people,1.0
331,prefer_fictional_people,4.0
332,prefer_fictional_people,5.0
333,prefer_fictional_people,5.0
334,prefer_fictional_people,1.0
335,prefer_fictional_people,1.0
336,prefer_fictional_people,1.0
337,prefer_fictional_people,3.0
338,prefer_fictional_people,1.0
339,prefer_fictional_people,4.0
340,prefer_fictional_people,5.0
341,prefer_fictional_people,1.0
342,prefer_fictional_people,1.0
343,prefer_fictional_people,2.0
344,prefer_fictional_people,2.0
345,prefer_fictional_people,5.0
346,prefer_fictional_people,2.0
347,prefer_fictional_people,3.0
348,prefer_fictional_people,1.0
349,prefer_fictional_people,5.0
350,prefer_fictional_people,1.0
351,prefer_fictional_people,1.0
352,prefer_fictional_people,4.0
353,prefer_fictional_people,5.0
354,prefer_fictional_people,1.0
355,prefer_fictional_people,5.0
356,prefer_fictional_people,3.0
357,prefer_fictional_people,2.0
358,prefer_fictional_people,4.0
359,prefer_fictional_people,1.0
360,prefer_fictional_people,2.0
361,prefer_fictional_people,1.0
362,prefer_fictional_people,4.0
363,prefer_fictional_people,3.0
364,prefer_fictional_people,1.0
365,prefer_fictional_people,5.0
366,prefer_fictional_people,1.0
367,prefer_fictional_people,4.0
368,prefer_fictional_people,1.0
369,prefer_fictional_people,3.0
370,prefer_fictional_people,2.0
371,prefer_fictional_people,4.0
372,prefer_fictional_people,2.0
373,prefer_fictional_people,1.0
374,prefer_fictional_people,2.0
375,prefer_fictional_people,5.0
376,prefer_fictional_people,1.0
377,prefer_fictional_people,1.0
378,prefer_fictional_people,1.0
379,prefer_fictional_people,1.0
380,prefer_fictional_people,2.0
381,prefer_fictional_people,1.0
382,prefer_fictional_people,1.0
383,prefer_fictional_people,5.0
384,prefer_fictional_people,1.0
385,prefer_fictional_people,4.0
386,prefer_fictional_people,5.0
387,prefer_fictional_people,5.0
388,prefer_fictional_people,4.0
389,prefer_fictional_people,4.0
390,prefer_fictional_people,1.0
391,prefer_fictional_people,2.0
392,prefer_fictional_people,4.0
393,prefer_fictional_people,2.0
394,prefer_fictional_people,5.0
395,prefer_fictional_people,2.0
396,prefer_fictional_people,3.0
397,prefer_fictional_people,4.0
398,prefer_fictional_people,4.0
399,prefer_fictional_people,4.0
400,prefer_fictional_people,3.0
401,prefer_fictional_people,4.0
402,prefer_fictional_people,4.0
403,prefer_fictional_people,5.0
404,prefer_fictional_people,4.0
405,prefer_fictional_people,5.0
406,prefer_fictional_people,4.0
407,prefer_fictional_people,5.0
408,prefer_fictional_people,3.0
409,prefer_fictional_people,1.0
410,prefer_fictional_people,5.0
411,prefer_fictional_people,2.0
412,prefer_fictional_people,2.0
413,prefer_fictional_people,5.0
414,prefer_fictional_people,2.0
415,prefer_fictional_people,4.0
416,prefer_fictional_people,2.0
417,prefer_fictional_people,4.0
418,prefer_fictional_people,4.0
419,prefer_fictional_people,5.0
420,prefer_fictional_people,5.0
421,prefer_fictional_people,4.0
422,prefer_fictional_people,1.0
423,prefer_fictional_people,5.0
424,prefer_fictional_people,1.0
425,prefer_fictional_people,5.0
426,prefer_fictional_people,5.0
427,prefer_fictional_people,1.0
428,prefer_fictional_people,4.0
429,prefer_fictional_people,5.0
430,prefer_fictional_people,4.0
431,prefer_fictional_people,1.0
432,prefer_fictional_people,4.0
433,prefer_fictional_people,5.0
434,prefer_fictional_people,2.0
435,prefer_fictional_people,3.0
436,prefer_fictional_people,5.0
437,prefer_fictional_people,1.0
438,prefer_fictional_people,1.0
439,prefer_fictional_people,3.0
440,prefer_fictional_people,0.0
441,prefer_fictional_people,5.0
442,prefer_fictional_people,3.0
443,prefer_fictional_people,4.0
444,prefer_fictional_people,5.0
445,prefer_fictional_people,1.0
446,prefer_fictional_people,5.0
447,prefer_fictional_people,5.0
448,prefer_fictional_people,5.0
449,prefer_fictional_people,5.0
450,prefer_fictional_people,2.0
451,prefer_fictional_people,5.0
452,prefer_fictional_people,4.0
453,prefer_fictional_people,4.0
454,prefer_fictional_people,5.0
455,prefer_fictional_people,1.0
456,prefer_fictional_people,5.0
457,prefer_fictional_people,1.0
458,prefer_fictional_people,3.0
459,prefer_fictional_people,2.0
460,prefer_fictional_people,1.0
461,prefer_fictional_people,2.0
462,prefer_fictional_people,2.0
463,prefer_fictional_people,2.0
464,prefer_fictional_people,1.0
465,prefer_fictional_people,1.0
466,prefer_fictional_people,5.0
467,prefer_fictional_people,4.0
468,prefer_fictional_people,4.0
469,prefer_fictional_people,1.0
470,prefer_fictional_people,5.0
471,prefer_fictional_people,3.0
472,prefer_fictional_people,3.0
473,prefer_fictional_people,4.0
474,prefer_fictional_people,5.0
475,prefer_fictional_people,4.0
476,prefer_fictional_people,3.0
477,prefer_fictional_people,2.0
478,prefer_fictional_people,5.0
479,prefer_fictional_people,4.0
480,prefer_fictional_people,3.0
481,prefer_fictional_people,4.0
482,prefer_fictional_people,3.0
483,prefer_fictional_people,1.0
484,prefer_fictional_people,3.0
485,prefer_fictional_people,1.0
486,prefer_fictional_people,2.0
487,prefer_fictional_people,1.0
488,prefer_fictional_people,2.0
489,prefer_fictional_people,1.0
490,prefer_fictional_people,5.0
491,prefer_fictional_people,5.0
492,prefer_fictional_people,5.0
493,prefer_fictional_people,5.0
494,prefer_fictional_people,4.0
495,prefer_fictional_people,3.0
496,prefer_fictional_people,2.0
497,prefer_fictional_people,2.0
498,prefer_fictional_people,2.0
499,prefer_fictional_people,4.0
500,prefer_fictional_people,5.0
501,prefer_fictional_people,5.0
502,prefer_fictional_people,1.0
503,prefer_fictional_people,3.0
504,prefer_fictional_people,1.0
505,prefer_fictional_people,2.0
506,prefer_fictional_people,4.0
507,prefer_fictional_people,5.0
508,prefer_fictional_people,1.0
509,prefer_fictional_people,2.0
510,prefer_fictional_people,1.0
511,prefer_fictional_people,5.0
512,prefer_fictional_people,5.0
513,prefer_fictional_people,1.0
514,prefer_fictional_people,4.0
515,prefer_fictional_people,1.0
516,prefer_fictional_people,1.0
517,prefer_fictional_people,1.0
518,prefer_fictional_people,5.0
519,prefer_fictional_people,1.0
520,prefer_fictional_people,4.0
521,prefer_fictional_people,3.0
522,prefer_fictional_people,3.0
523,prefer_fictional_people,4.0
524,prefer_fictional_people,4.0
525,prefer_fictional_people,3.0
526,prefer_fictional_people,4.0
527,prefer_fictional_people,5.0
528,prefer_fictional_people,5.0
529,prefer_fictional_people,1.0
530,prefer_fictional_people,1.0
531,prefer_fictional_people,5.0
532,prefer_fictional_people,4.0
533,prefer_fictional_people,3.0
534,prefer_fictional_people,3.0
535,prefer_fictional_people,5.0
536,prefer_fictional_people,1.0
537,prefer_fictional_people,4.0
538,prefer_fictional_people,2.0
539,prefer_fictional_people,5.0
540,prefer_fictional_people,5.0
541,prefer_fictional_people,5.0
542,prefer_fictional_people,5.0
543,prefer_fictional_people,1.0
544,prefer_fictional_people,5.0
545,prefer_fictional_people,4.0
546,prefer_fictional_people,2.0
547,prefer_fictional_people,1.0
548,prefer_fictional_people,5.0
549,prefer_fictional_people,5.0
550,prefer_fictional_people,1.0
551,prefer_fictional_people,5.0
552,prefer_fictional_people,2.0
553,prefer_fictional_people,5.0
554,prefer_fictional_people,4.0
555,prefer_fictional_people,1.0
556,prefer_fictional_people,1.0
557,prefer_fictional_people,1.0
558,prefer_fictional_people,5.0
559,prefer_fictional_people,5.0
560,prefer_fictional_people,1.0
561,prefer_fictional_people,1.0
562,prefer_fictional_people,5.0
563,prefer_fictional_people,5.0
564,prefer_fictional_people,2.0
565,prefer_fictional_people,5.0
566,prefer_fictional_people,3.0
567,prefer_fictional_people,4.0
568,prefer_fictional_people,3.0
569,prefer_fictional_people,4.0
570,prefer_fictional_people,1.0
571,prefer_fictional_people,5.0
572,prefer_fictional_people,2.0
573,prefer_fictional_people,3.0
574,prefer_fictional_people,5.0
575,prefer_fictional_people,5.0
576,prefer_fictional_people,5.0
577,prefer_fictional_people,5.0
578,prefer_fictional_people,2.0
579,prefer_fictional_people,5.0
580,prefer_fictional_people,1.0
581,prefer_fictional_people,4.0
582,prefer_fictional_people,4.0
583,prefer_fictional_people,1.0
584,prefer_fictional_people,4.0
585,prefer_fictional_people,2.0
586,prefer_fictional_people,1.0
587,prefer_fictional_people,2.0
588,prefer_fictional_people,5.0
589,prefer_fictional_people,3.0
590,prefer_fictional_people,2.0
591,prefer_fictional_people,1.0
592,prefer_fictional_people,2.0
593,prefer_fictional_people,3.0
594,prefer_fictional_people,5.0
595,prefer_fictional_people,5.0
596,prefer_fictional_people,2.0
597,prefer_fictional_people,4.0
598,prefer_fictional_people,2.0
599,prefer_fictional_people,4.0
600,prefer_fictional_people,1.0
601,prefer_fictional_people,1.0
602,prefer_fictional_people,4.0
603,prefer_fictional_people,4.0
604,prefer_fictional_people,5.0
605,prefer_fictional_people,4.0
606,prefer_fictional_people,1.0
607,prefer_fictional_people,3.0
608,prefer_fictional_people,2.0
609,prefer_fictional_people,5.0
610,prefer_fictional_people,4.0
611,prefer_fictional_people,4.0
612,prefer_fictional_people,1.0
613,prefer_fictional_people,2.0
614,prefer_fictional_people,5.0
615,prefer_fictional_people,1.0
616,prefer_fictional_people,4.0
617,prefer_fictional_people,3.0
618,prefer_fictional_people,1.0
619,prefer_fictional_people,1.0
620,prefer_fictional_people,3.0
621,prefer_fictional_people,5.0
622,prefer_fictional_people,4.0
623,prefer_fictional_people,4.0
624,prefer_fictional_people,1.0
625,prefer_fictional_people,3.0
626,prefer_fictional_people,4.0
627,prefer_fictional_people,1.0
628,prefer_fictional_people,1.0
629,prefer_fictional_people,5.0
630,prefer_fictional_people,1.0
631,prefer_fictional_people,1.0
632,prefer_fictional_people,4.0
633,prefer_fictional_people,4.0
634,prefer_fictional_people,4.0
635,prefer_fictional_people,1.0
636,prefer_fictional_people,5.0
637,prefer_fictional_people,1.0
638,prefer_fictional_people,1.0
639,prefer_fictional_people,5.0
640,prefer_fictional_people,4.0
641,prefer_fictional_people,4.0
642,prefer_fictional_people,2.0
643,prefer_fictional_people,5.0
644,prefer_fictional_people,1.0
645,prefer_fictional_people,1.0
646,prefer_fictional_people,2.0
647,prefer_fictional_people,5.0
648,prefer_fictional_people,5.0
649,prefer_fictional_people,5.0
650,prefer_fictional_people,5.0
651,prefer_fictional_people,5.0
652,prefer_fictional_people,4.0
653,prefer_fictional_people,2.0
654,prefer_fictional_people,4.0
655,prefer_fictional_people,3.0
656,prefer_fictional_people,5.0
657,prefer_fictional_people,4.0
658,prefer_fictional_people,5.0
659,prefer_fictional_people,2.0
660,prefer_fictional_people,4.0
661,prefer_fictional_people,5.0
662,prefer_fictional_people,5.0
663,prefer_fictional_people,1.0
664,prefer_fictional_people,2.0
665,prefer_fictional_people,1.0
666,prefer_fictional_people,3.0
667,prefer_fictional_people,4.0
668,prefer_fictional_people,4.0
