education,urban,gender,engnat,age,hand,religion,voted,married,familysize,major,subject_id
4.0,3.0,2.0,2.0,26.0,1.0,4.0,1.0,1.0,2.0,psichiatry,922
2.0,2.0,1.0,2.0,17.0,1.0,4.0,2.0,1.0,3.0,,923
1.0,3.0,2.0,2.0,15.0,1.0,1.0,2.0,1.0,2.0,,924
2.0,2.0,1.0,1.0,24.0,1.0,4.0,1.0,1.0,1.0,Anthropology,925
2.0,1.0,1.0,1.0,21.0,1.0,7.0,2.0,1.0,2.0,,926
1.0,3.0,2.0,2.0,15.0,2.0,2.0,2.0,1.0,1.0,,927
4.0,3.0,1.0,2.0,36.0,1.0,2.0,2.0,1.0,1.0,english,928
2.0,3.0,2.0,1.0,17.0,1.0,12.0,2.0,1.0,2.0,,929
1.0,2.0,2.0,1.0,16.0,1.0,2.0,2.0,1.0,4.0,,930
3.0,1.0,2.0,1.0,46.0,1.0,7.0,1.0,2.0,3.0,Information Technolpgy,931
1.0,1.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,3.0,,932
3.0,2.0,1.0,1.0,20.0,1.0,1.0,2.0,1.0,3.0,Mathematics,933
2.0,1.0,1.0,2.0,19.0,1.0,3.0,2.0,1.0,1.0,,934
1.0,3.0,1.0,1.0,16.0,1.0,6.0,2.0,1.0,5.0,,935
1.0,2.0,1.0,1.0,16.0,1.0,1.0,2.0,1.0,3.0,,936
3.0,2.0,2.0,2.0,53.0,1.0,6.0,2.0,2.0,4.0,Law,937
3.0,2.0,1.0,1.0,24.0,1.0,1.0,2.0,1.0,1.0,Mechanical engineering ,938
4.0,3.0,2.0,2.0,19.0,1.0,8.0,2.0,1.0,0.0,Biotechnology,939
1.0,2.0,2.0,1.0,14.0,1.0,2.0,2.0,1.0,4.0,,940
2.0,3.0,1.0,1.0,20.0,1.0,2.0,1.0,1.0,3.0,,941
4.0,3.0,1.0,2.0,50.0,1.0,7.0,2.0,3.0,1.0,computers,942
1.0,3.0,1.0,1.0,17.0,1.0,12.0,2.0,1.0,2.0,,943
3.0,2.0,2.0,1.0,52.0,1.0,6.0,1.0,2.0,4.0,Psychology ,944
4.0,3.0,2.0,2.0,32.0,1.0,1.0,2.0,2.0,2.0,English,945
1.0,2.0,1.0,2.0,16.0,1.0,1.0,2.0,1.0,2.0,,946
2.0,0.0,1.0,1.0,14.0,1.0,2.0,2.0,1.0,3.0,Mathmatics,947
3.0,3.0,2.0,1.0,20.0,2.0,1.0,2.0,1.0,2.0,Computer Science,948
4.0,1.0,1.0,1.0,23.0,1.0,4.0,2.0,1.0,4.0,Liberal Studies,949
2.0,3.0,1.0,1.0,40.0,1.0,6.0,1.0,1.0,4.0,,950
2.0,2.0,1.0,1.0,18.0,1.0,2.0,2.0,1.0,4.0,,951
3.0,3.0,1.0,1.0,31.0,1.0,2.0,1.0,1.0,2.0,Media,952
4.0,3.0,1.0,2.0,29.0,1.0,2.0,1.0,1.0,2.0,Economy,953
2.0,1.0,2.0,1.0,24.0,1.0,6.0,2.0,1.0,4.0,Computer and Information Sciences,954
1.0,2.0,2.0,1.0,15.0,1.0,2.0,2.0,1.0,3.0,,955
2.0,2.0,3.0,1.0,17.0,1.0,7.0,2.0,1.0,2.0,,956
3.0,2.0,1.0,1.0,53.0,1.0,2.0,2.0,2.0,5.0,Computer science,957
2.0,3.0,1.0,2.0,20.0,2.0,12.0,2.0,1.0,3.0,,958
2.0,3.0,1.0,1.0,24.0,1.0,1.0,2.0,1.0,2.0,,959
4.0,3.0,1.0,2.0,37.0,1.0,2.0,1.0,1.0,3.0,Mathematics,960
1.0,3.0,1.0,2.0,19.0,1.0,2.0,1.0,1.0,1.0,,961
2.0,2.0,1.0,1.0,20.0,2.0,2.0,1.0,1.0,3.0,Music,962
2.0,2.0,1.0,1.0,18.0,2.0,2.0,2.0,1.0,3.0,,963
2.0,3.0,2.0,1.0,16.0,1.0,6.0,2.0,1.0,2.0,,964
2.0,2.0,2.0,1.0,17.0,1.0,2.0,2.0,1.0,3.0,biochemistry,965
2.0,3.0,1.0,1.0,20.0,1.0,2.0,2.0,1.0,1.0,,966
3.0,3.0,2.0,2.0,27.0,1.0,4.0,2.0,1.0,5.0,Chemical technology,967
2.0,3.0,3.0,1.0,18.0,1.0,2.0,2.0,1.0,2.0,zoology,968
1.0,2.0,2.0,1.0,14.0,1.0,1.0,2.0,1.0,2.0,+AC0-0,969
2.0,1.0,2.0,1.0,18.0,2.0,7.0,2.0,1.0,4.0,,970
4.0,3.0,2.0,2.0,23.0,1.0,8.0,2.0,1.0,2.0,neurology,971
2.0,3.0,3.0,1.0,18.0,1.0,1.0,2.0,1.0,3.0,,972
3.0,2.0,2.0,1.0,27.0,1.0,6.0,1.0,1.0,1.0,International Relations,973
4.0,3.0,1.0,1.0,31.0,1.0,2.0,1.0,2.0,2.0,psychology,974
0.0,1.0,2.0,2.0,42.0,1.0,4.0,1.0,2.0,2.0,Psychologia,975
3.0,1.0,2.0,2.0,28.0,1.0,4.0,2.0,1.0,3.0,Medicine,976
3.0,2.0,2.0,1.0,21.0,1.0,1.0,1.0,1.0,3.0,,977
3.0,3.0,1.0,1.0,28.0,1.0,4.0,2.0,1.0,3.0,engineering,978
2.0,2.0,1.0,2.0,18.0,3.0,12.0,1.0,1.0,0.0,,979
3.0,2.0,1.0,1.0,20.0,2.0,2.0,2.0,1.0,3.0,Math,980
1.0,2.0,1.0,1.0,16.0,1.0,9.0,2.0,1.0,2.0,,981
1.0,2.0,1.0,1.0,17.0,1.0,2.0,2.0,1.0,3.0,,982
2.0,2.0,2.0,1.0,22.0,1.0,2.0,2.0,1.0,5.0,biomed,983
2.0,2.0,1.0,2.0,23.0,1.0,2.0,2.0,1.0,4.0,,984
2.0,3.0,2.0,1.0,17.0,1.0,2.0,2.0,1.0,1.0,,985
3.0,3.0,2.0,2.0,21.0,3.0,2.0,2.0,1.0,2.0,,986
4.0,3.0,2.0,2.0,24.0,1.0,8.0,1.0,1.0,2.0,commerce,987
3.0,3.0,1.0,2.0,21.0,1.0,10.0,2.0,1.0,3.0,Agrotechnology,988
2.0,1.0,2.0,2.0,25.0,1.0,1.0,2.0,1.0,4.0,,989
1.0,1.0,1.0,2.0,16.0,1.0,2.0,2.0,1.0,3.0,,990
3.0,2.0,1.0,1.0,37.0,1.0,1.0,1.0,2.0,2.0,Computer Engineering,991
2.0,1.0,2.0,2.0,20.0,1.0,2.0,2.0,1.0,1.0,,992
2.0,1.0,2.0,1.0,15.0,1.0,12.0,2.0,1.0,1.0,Astronomy,993
2.0,2.0,1.0,1.0,49.0,1.0,0.0,2.0,3.0,1.0,,994
3.0,2.0,2.0,1.0,26.0,1.0,1.0,2.0,1.0,3.0,Linguistics,995
1.0,3.0,2.0,1.0,25.0,3.0,2.0,2.0,1.0,3.0,,996
3.0,1.0,2.0,2.0,22.0,1.0,7.0,2.0,1.0,4.0,Chemical Engineering,997
0.0,2.0,2.0,2.0,17.0,1.0,12.0,2.0,1.0,1.0,Psychology,998
2.0,3.0,1.0,1.0,17.0,1.0,2.0,2.0,1.0,1.0,,999
2.0,3.0,2.0,2.0,19.0,1.0,2.0,1.0,1.0,1.0,,1000
4.0,2.0,1.0,1.0,37.0,1.0,1.0,2.0,2.0,3.0,Physics,1001
3.0,3.0,2.0,2.0,19.0,2.0,4.0,2.0,1.0,0.0,social science,1002
2.0,1.0,1.0,1.0,18.0,0.0,6.0,2.0,1.0,2.0,,1003
2.0,2.0,2.0,1.0,18.0,1.0,6.0,1.0,1.0,2.0,Science of speech and hearing,1004
1.0,3.0,2.0,1.0,19.0,1.0,2.0,2.0,1.0,3.0,,1005
2.0,1.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,2.0,,1006
1.0,2.0,2.0,1.0,17.0,1.0,12.0,2.0,1.0,2.0,,1007
1.0,2.0,1.0,1.0,17.0,3.0,12.0,2.0,1.0,3.0,,1008
3.0,2.0,2.0,1.0,30.0,1.0,6.0,2.0,1.0,3.0,History,1009
2.0,3.0,2.0,1.0,21.0,1.0,2.0,2.0,1.0,3.0,Anthropology,1010
1.0,3.0,2.0,1.0,15.0,1.0,1.0,2.0,1.0,2.0,,1011
1.0,2.0,1.0,1.0,17.0,1.0,5.0,2.0,1.0,4.0,N/A,1012
1.0,2.0,1.0,1.0,17.0,1.0,4.0,2.0,1.0,2.0,,1013
3.0,2.0,2.0,1.0,31.0,1.0,6.0,2.0,0.0,2.0,Liberal arts,1014
2.0,2.0,1.0,1.0,35.0,1.0,1.0,2.0,1.0,3.0,,1015
2.0,3.0,2.0,1.0,32.0,2.0,12.0,2.0,2.0,1.0,Information security,1016
2.0,2.0,1.0,1.0,17.0,1.0,6.0,2.0,1.0,4.0,,1017
2.0,1.0,2.0,1.0,17.0,1.0,12.0,2.0,1.0,2.0,,1018
2.0,1.0,2.0,1.0,22.0,1.0,7.0,2.0,2.0,5.0,,1019
2.0,2.0,1.0,1.0,18.0,1.0,2.0,1.0,1.0,3.0,,1020
2.0,2.0,2.0,1.0,18.0,1.0,6.0,2.0,1.0,3.0,,1021
3.0,2.0,1.0,1.0,23.0,1.0,1.0,2.0,1.0,1.0,sociology,1022
1.0,2.0,3.0,1.0,17.0,1.0,4.0,2.0,1.0,3.0,,1023
3.0,2.0,2.0,1.0,20.0,1.0,2.0,1.0,1.0,2.0,Biochemistry ,1024
2.0,3.0,2.0,1.0,17.0,1.0,1.0,2.0,1.0,2.0,,1025
3.0,3.0,2.0,2.0,25.0,1.0,1.0,1.0,1.0,1.0,Psychology,1026
2.0,1.0,1.0,2.0,17.0,1.0,7.0,2.0,1.0,3.0,Food Technology,1027
4.0,3.0,2.0,2.0,23.0,1.0,10.0,2.0,1.0,3.0,Graphic design ,1028
3.0,2.0,1.0,1.0,22.0,1.0,2.0,2.0,1.0,2.0,Computational Linguistics,1029
4.0,2.0,2.0,2.0,24.0,2.0,8.0,2.0,1.0,1.0,medical science,1030
2.0,3.0,2.0,1.0,19.0,1.0,7.0,2.0,1.0,4.0,,1031
2.0,3.0,2.0,2.0,19.0,1.0,2.0,1.0,1.0,2.0,,1032
1.0,2.0,1.0,1.0,17.0,1.0,1.0,2.0,1.0,2.0,,1033
2.0,3.0,1.0,1.0,16.0,1.0,1.0,2.0,1.0,1.0,,1034
2.0,2.0,2.0,1.0,19.0,2.0,10.0,1.0,1.0,4.0,Computer science,1035
2.0,2.0,2.0,1.0,19.0,1.0,1.0,2.0,1.0,2.0,Psychology,1036
2.0,2.0,1.0,1.0,19.0,1.0,1.0,2.0,1.0,2.0,History,1037
1.0,2.0,2.0,1.0,15.0,1.0,4.0,2.0,1.0,3.0,,1038
2.0,2.0,1.0,1.0,16.0,1.0,9.0,2.0,1.0,2.0,,1039
4.0,2.0,2.0,1.0,30.0,1.0,1.0,2.0,1.0,2.0,Biology,1040
2.0,1.0,1.0,1.0,37.0,1.0,2.0,1.0,2.0,2.0,ecology,1041
3.0,1.0,3.0,1.0,23.0,1.0,3.0,2.0,1.0,3.0,Theater,1042
2.0,3.0,2.0,1.0,16.0,1.0,12.0,2.0,1.0,2.0,,1043
2.0,3.0,2.0,1.0,15.0,1.0,2.0,2.0,1.0,2.0,,1044
2.0,2.0,1.0,1.0,21.0,1.0,2.0,2.0,1.0,2.0,Music,1045
2.0,3.0,1.0,1.0,14.0,3.0,4.0,2.0,1.0,1.0,,1046
2.0,1.0,1.0,1.0,49.0,1.0,2.0,1.0,2.0,4.0,,1047
2.0,2.0,1.0,1.0,17.0,1.0,6.0,2.0,1.0,2.0,,1048
2.0,1.0,1.0,1.0,51.0,1.0,2.0,1.0,3.0,3.0,,1049
2.0,2.0,1.0,2.0,18.0,1.0,1.0,2.0,1.0,2.0,Architecture ,1050
4.0,1.0,1.0,2.0,27.0,1.0,12.0,2.0,1.0,3.0,History,1051
2.0,1.0,2.0,1.0,17.0,1.0,6.0,2.0,1.0,2.0,,1052
2.0,3.0,2.0,1.0,17.0,1.0,6.0,2.0,1.0,3.0,,1053
3.0,3.0,2.0,2.0,34.0,1.0,6.0,1.0,2.0,1.0,veterinary medicine,1054
3.0,1.0,2.0,1.0,29.0,1.0,12.0,2.0,2.0,2.0,psychology,1055
1.0,3.0,2.0,1.0,15.0,1.0,2.0,2.0,1.0,2.0,arts,1056
3.0,1.0,1.0,1.0,21.0,1.0,2.0,1.0,1.0,2.0,Politics,1057
2.0,3.0,1.0,1.0,20.0,1.0,6.0,2.0,1.0,4.0,Communication Studies,1058
2.0,2.0,1.0,1.0,22.0,2.0,4.0,2.0,1.0,2.0,Communications,1059
2.0,1.0,1.0,2.0,26.0,1.0,10.0,1.0,1.0,2.0,,1060
1.0,2.0,2.0,1.0,16.0,1.0,2.0,2.0,1.0,2.0,,1061
3.0,1.0,2.0,1.0,39.0,1.0,7.0,2.0,1.0,0.0,Psychology,1062
3.0,1.0,2.0,1.0,25.0,1.0,6.0,1.0,1.0,3.0,Dietetics,1063
3.0,3.0,2.0,2.0,23.0,1.0,1.0,1.0,1.0,3.0,,1064
2.0,2.0,2.0,1.0,19.0,1.0,9.0,1.0,1.0,1.0,music,1065
2.0,3.0,2.0,2.0,16.0,2.0,6.0,2.0,1.0,1.0,,1066
3.0,1.0,2.0,1.0,30.0,1.0,7.0,1.0,2.0,3.0,Arts,1067
3.0,2.0,2.0,1.0,37.0,1.0,2.0,2.0,1.0,1.0,English,1068
1.0,2.0,1.0,1.0,16.0,1.0,12.0,2.0,1.0,1.0,,1069
2.0,3.0,2.0,2.0,16.0,1.0,2.0,2.0,1.0,1.0,,1070
3.0,2.0,2.0,2.0,22.0,1.0,6.0,2.0,1.0,3.0,Music,1071
3.0,1.0,1.0,1.0,21.0,1.0,12.0,1.0,1.0,1.0,Music,1072
4.0,1.0,1.0,1.0,36.0,1.0,2.0,2.0,2.0,3.0,,1073
3.0,3.0,1.0,1.0,37.0,2.0,2.0,2.0,3.0,3.0,Psychology,1074
2.0,3.0,2.0,2.0,18.0,3.0,1.0,2.0,1.0,1.0,,1075
2.0,3.0,2.0,1.0,16.0,1.0,1.0,2.0,1.0,4.0,,1076
2.0,2.0,2.0,1.0,42.0,1.0,6.0,2.0,2.0,2.0,Electrical engineering,1077
2.0,1.0,0.0,1.0,18.0,1.0,2.0,2.0,1.0,2.0,History ,1078
3.0,1.0,2.0,1.0,28.0,1.0,12.0,1.0,2.0,4.0,Communications,1079
3.0,3.0,1.0,2.0,39.0,1.0,1.0,2.0,3.0,3.0,Computer Science ,1080
3.0,3.0,2.0,2.0,22.0,1.0,4.0,1.0,1.0,3.0,business administration,1081
1.0,3.0,2.0,1.0,14.0,1.0,10.0,2.0,1.0,4.0,,1082
4.0,3.0,1.0,1.0,30.0,1.0,2.0,2.0,1.0,2.0,psychology,1083
1.0,3.0,2.0,2.0,17.0,1.0,1.0,2.0,1.0,1.0,,1084
1.0,1.0,1.0,1.0,18.0,3.0,1.0,2.0,1.0,5.0,,1085
2.0,3.0,2.0,1.0,33.0,1.0,2.0,1.0,1.0,2.0,,1086
3.0,2.0,2.0,1.0,51.0,1.0,12.0,1.0,2.0,3.0,art +ACY- psychology,1087
1.0,2.0,2.0,1.0,20.0,1.0,7.0,2.0,1.0,2.0,,1088
2.0,3.0,2.0,1.0,34.0,1.0,6.0,1.0,2.0,3.0,,1089
1.0,3.0,2.0,2.0,15.0,1.0,1.0,2.0,1.0,3.0,math,1090
2.0,2.0,2.0,1.0,16.0,1.0,10.0,2.0,1.0,3.0,,1091
2.0,2.0,1.0,2.0,19.0,1.0,2.0,1.0,1.0,4.0,,1092
2.0,3.0,2.0,2.0,18.0,1.0,9.0,2.0,1.0,2.0,Film,1093
2.0,3.0,2.0,2.0,15.0,1.0,6.0,2.0,1.0,4.0,,1094
4.0,2.0,2.0,1.0,51.0,1.0,4.0,1.0,3.0,3.0,psychology,1095
2.0,3.0,1.0,2.0,18.0,1.0,2.0,2.0,1.0,2.0,psychology,1096
4.0,3.0,2.0,1.0,64.0,1.0,2.0,2.0,1.0,2.0,art history,1097
2.0,2.0,1.0,1.0,22.0,1.0,5.0,1.0,1.0,2.0,computer science,1098
3.0,1.0,2.0,1.0,25.0,1.0,2.0,2.0,1.0,2.0,fine arts,1099
1.0,2.0,1.0,1.0,18.0,1.0,2.0,2.0,1.0,2.0,,1100
3.0,2.0,2.0,1.0,19.0,1.0,12.0,2.0,1.0,2.0,psychology,1101
2.0,3.0,2.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,English,1102
2.0,3.0,1.0,2.0,19.0,1.0,8.0,2.0,1.0,2.0,,1103
2.0,2.0,2.0,1.0,16.0,1.0,12.0,2.0,1.0,4.0,,1104
1.0,3.0,2.0,2.0,17.0,1.0,3.0,2.0,1.0,2.0,,1105
2.0,1.0,1.0,1.0,19.0,1.0,2.0,1.0,1.0,2.0,Psychology,1106
3.0,1.0,2.0,2.0,21.0,1.0,7.0,1.0,1.0,6.0,English,1107
3.0,2.0,2.0,1.0,19.0,1.0,7.0,2.0,1.0,2.0,Management,1108
4.0,2.0,1.0,1.0,55.0,1.0,6.0,2.0,2.0,3.0,Business,1109
4.0,3.0,2.0,1.0,63.0,2.0,9.0,2.0,1.0,1.0,history,1110
4.0,3.0,1.0,1.0,60.0,1.0,1.0,1.0,2.0,3.0,Economics,1111
4.0,2.0,1.0,1.0,49.0,1.0,1.0,2.0,3.0,2.0,business,1112
4.0,1.0,2.0,1.0,60.0,1.0,1.0,1.0,3.0,3.0,English,1113
4.0,1.0,2.0,1.0,49.0,1.0,1.0,2.0,3.0,2.0,poli sci,1114
4.0,3.0,1.0,1.0,65.0,1.0,9.0,2.0,2.0,3.0,chemical engineering,1115
2.0,1.0,2.0,1.0,17.0,2.0,2.0,2.0,1.0,2.0,,1116
3.0,2.0,1.0,1.0,52.0,1.0,12.0,2.0,2.0,2.0,Economics,1117
4.0,2.0,1.0,1.0,39.0,1.0,1.0,2.0,1.0,2.0,English Lit,1118
4.0,3.0,1.0,1.0,50.0,1.0,1.0,2.0,2.0,3.0,library and information sciences,1119
2.0,3.0,2.0,1.0,32.0,1.0,12.0,1.0,2.0,4.0,,1120
2.0,2.0,2.0,1.0,15.0,1.0,2.0,2.0,1.0,2.0,N/A,1121
1.0,3.0,2.0,2.0,17.0,1.0,1.0,2.0,1.0,2.0,medicine,1122
4.0,3.0,2.0,1.0,42.0,1.0,4.0,1.0,2.0,2.0,biology,1123
2.0,1.0,2.0,1.0,44.0,1.0,7.0,1.0,2.0,2.0,,1124
4.0,3.0,1.0,1.0,55.0,2.0,7.0,1.0,2.0,2.0,music+ADs- theology,1125
3.0,2.0,2.0,1.0,37.0,1.0,4.0,2.0,2.0,3.0,Math,1126
3.0,2.0,2.0,1.0,35.0,2.0,1.0,2.0,2.0,2.0,Geology,1127
4.0,2.0,2.0,1.0,48.0,1.0,2.0,1.0,2.0,3.0,neuroscience,1128
4.0,2.0,1.0,1.0,35.0,1.0,2.0,2.0,2.0,3.0,math,1129
1.0,2.0,1.0,1.0,15.0,2.0,1.0,2.0,1.0,2.0,,1130
4.0,3.0,1.0,1.0,50.0,1.0,4.0,1.0,2.0,1.0,Biochem,1131
1.0,2.0,2.0,2.0,15.0,3.0,6.0,2.0,1.0,2.0,,1132
3.0,2.0,2.0,1.0,47.0,1.0,2.0,2.0,2.0,2.0,Art,1133
3.0,2.0,1.0,1.0,25.0,1.0,6.0,1.0,1.0,2.0,Psychology,1134
4.0,2.0,2.0,1.0,51.0,2.0,1.0,1.0,1.0,2.0,English/philosophy/law,1135
1.0,2.0,2.0,1.0,15.0,1.0,0.0,2.0,1.0,3.0,,1136
4.0,1.0,2.0,1.0,52.0,1.0,1.0,2.0,2.0,2.0,Anthropology,1137
2.0,2.0,1.0,1.0,29.0,1.0,2.0,2.0,2.0,2.0,,1138
4.0,2.0,1.0,1.0,40.0,1.0,2.0,1.0,2.0,5.0,,1139
3.0,2.0,1.0,1.0,51.0,1.0,1.0,1.0,1.0,3.0,Math,1140
2.0,3.0,1.0,1.0,19.0,1.0,2.0,2.0,1.0,3.0,Computer Engineering,1141
2.0,3.0,1.0,2.0,38.0,1.0,12.0,2.0,2.0,3.0,,1142
3.0,2.0,1.0,1.0,21.0,1.0,1.0,2.0,1.0,2.0,Economics and History (double major),1143
2.0,2.0,2.0,2.0,18.0,1.0,1.0,1.0,1.0,3.0,,1144
3.0,2.0,1.0,1.0,64.0,1.0,1.0,2.0,2.0,2.0,computer science,1145
2.0,2.0,1.0,1.0,18.0,1.0,2.0,1.0,1.0,2.0,Mathematics,1146
4.0,2.0,2.0,1.0,60.0,1.0,1.0,2.0,3.0,3.0,Law,1147
0.0,2.0,2.0,1.0,54.0,1.0,6.0,1.0,1.0,2.0,Religious Studies +ACY- Psychology,1148
4.0,3.0,1.0,1.0,44.0,2.0,1.0,2.0,2.0,2.0,psychology,1149
2.0,1.0,1.0,2.0,20.0,1.0,0.0,1.0,1.0,2.0,Computer Sciences,1150
2.0,2.0,2.0,1.0,58.0,1.0,12.0,1.0,2.0,4.0,,1151
4.0,3.0,2.0,1.0,61.0,1.0,2.0,2.0,3.0,7.0,History ,1152
1.0,2.0,1.0,2.0,25.0,1.0,2.0,2.0,1.0,5.0,,1153
3.0,2.0,2.0,1.0,46.0,1.0,4.0,2.0,2.0,2.0,Chemistry,1154
4.0,3.0,1.0,1.0,60.0,1.0,4.0,2.0,2.0,1.0,Psychology,1155
4.0,3.0,2.0,1.0,26.0,1.0,2.0,2.0,1.0,1.0,Biology,1156
3.0,1.0,2.0,1.0,63.0,1.0,6.0,2.0,3.0,4.0,nursing,1157
4.0,3.0,2.0,2.0,54.0,1.0,9.0,1.0,2.0,3.0,,1158
2.0,2.0,2.0,1.0,16.0,1.0,4.0,2.0,1.0,3.0,Psychology,1159
2.0,3.0,1.0,1.0,16.0,1.0,2.0,2.0,1.0,2.0,,1160
4.0,3.0,2.0,2.0,45.0,1.0,2.0,1.0,1.0,3.0,art history,1161
4.0,3.0,2.0,1.0,57.0,1.0,1.0,2.0,2.0,2.0,Biology,1162
2.0,2.0,1.0,1.0,22.0,1.0,1.0,2.0,1.0,2.0,Physics,1163
3.0,2.0,2.0,1.0,25.0,1.0,1.0,2.0,1.0,3.0,geography,1164
4.0,2.0,2.0,1.0,49.0,2.0,2.0,1.0,2.0,5.0,Political Science,1165
3.0,3.0,1.0,2.0,29.0,1.0,2.0,1.0,1.0,2.0,,1166
1.0,2.0,1.0,1.0,19.0,1.0,2.0,2.0,1.0,3.0,,1167
1.0,1.0,2.0,1.0,19.0,1.0,2.0,2.0,1.0,3.0,,1168
4.0,2.0,1.0,1.0,31.0,1.0,6.0,2.0,1.0,2.0,Sport Management,1169
4.0,2.0,2.0,1.0,44.0,1.0,6.0,1.0,1.0,3.0,Sociology,1170
4.0,1.0,1.0,2.0,34.0,1.0,2.0,2.0,1.0,4.0,Political Science,1171
4.0,3.0,2.0,1.0,59.0,1.0,1.0,2.0,2.0,8.0,History,1172
2.0,1.0,2.0,2.0,26.0,1.0,12.0,1.0,1.0,4.0,,1173
3.0,3.0,2.0,2.0,20.0,1.0,1.0,2.0,1.0,1.0,Architecture,1174
4.0,2.0,2.0,1.0,36.0,1.0,1.0,2.0,2.0,3.0,chemistry,1175
3.0,2.0,1.0,1.0,56.0,1.0,9.0,2.0,2.0,3.0,Electrical Engineering,1176
2.0,2.0,1.0,1.0,66.0,1.0,2.0,2.0,2.0,3.0,communications,1177
4.0,2.0,2.0,1.0,44.0,1.0,1.0,1.0,2.0,2.0,classics,1178
3.0,1.0,2.0,1.0,57.0,2.0,2.0,2.0,1.0,5.0,Biology,1179
1.0,3.0,1.0,1.0,15.0,1.0,2.0,2.0,1.0,2.0,,1180
3.0,3.0,2.0,1.0,22.0,1.0,2.0,2.0,1.0,7.0,psychology,1181
2.0,2.0,2.0,1.0,26.0,1.0,1.0,2.0,2.0,2.0,Dietetics,1182
2.0,3.0,1.0,2.0,22.0,2.0,2.0,1.0,1.0,5.0,,1183
4.0,1.0,2.0,1.0,67.0,2.0,1.0,2.0,2.0,5.0,History,1184
3.0,1.0,1.0,1.0,33.0,1.0,3.0,2.0,2.0,4.0,Physics,1185
2.0,2.0,1.0,1.0,22.0,1.0,2.0,2.0,1.0,2.0,English/History,1186
3.0,2.0,2.0,1.0,52.0,1.0,12.0,2.0,2.0,3.0,English,1187
2.0,3.0,1.0,1.0,52.0,1.0,2.0,1.0,2.0,3.0,Comp sci,1188
4.0,1.0,1.0,1.0,35.0,1.0,2.0,2.0,3.0,3.0,Philosophy,1189
4.0,1.0,1.0,1.0,45.0,1.0,7.0,1.0,2.0,2.0,mba,1190
4.0,2.0,1.0,1.0,25.0,1.0,2.0,1.0,1.0,5.0,,1191
3.0,2.0,1.0,1.0,27.0,1.0,0.0,2.0,1.0,2.0,political science,1192
4.0,3.0,1.0,1.0,25.0,1.0,6.0,2.0,1.0,1.0,chemistry,1193
3.0,1.0,1.0,2.0,26.0,1.0,12.0,1.0,1.0,3.0,Computer science,1194
4.0,1.0,1.0,1.0,33.0,1.0,6.0,1.0,2.0,2.0,Music,1195
3.0,2.0,1.0,1.0,35.0,1.0,1.0,2.0,2.0,3.0,Computer Science,1196
4.0,1.0,1.0,1.0,31.0,2.0,2.0,2.0,1.0,2.0,science,1197
3.0,2.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,2.0,Physics,1198
3.0,2.0,2.0,1.0,67.0,2.0,12.0,2.0,2.0,3.0,,1199
2.0,2.0,1.0,1.0,17.0,2.0,7.0,2.0,1.0,1.0,,1200
3.0,3.0,2.0,2.0,23.0,1.0,1.0,2.0,1.0,4.0,business,1201
2.0,2.0,1.0,1.0,20.0,1.0,2.0,2.0,1.0,2.0,,1202
4.0,3.0,1.0,1.0,45.0,1.0,1.0,2.0,2.0,2.0,civil engineering/history,1203
2.0,2.0,1.0,1.0,35.0,1.0,2.0,1.0,1.0,5.0,,1204
4.0,2.0,2.0,1.0,52.0,1.0,6.0,2.0,2.0,3.0,mechanical engineering,1205
4.0,1.0,2.0,1.0,61.0,2.0,1.0,1.0,2.0,5.0,physics,1206
4.0,2.0,1.0,1.0,55.0,1.0,7.0,2.0,2.0,3.0,metallurgy,1207
4.0,1.0,2.0,1.0,41.0,1.0,6.0,2.0,1.0,5.0,,1208
3.0,3.0,1.0,1.0,64.0,2.0,0.0,1.0,2.0,1.0,Psychology,1209
4.0,3.0,2.0,1.0,45.0,1.0,9.0,2.0,2.0,2.0,History,1210
3.0,2.0,1.0,2.0,24.0,1.0,6.0,1.0,1.0,3.0,construction engineering,1211
3.0,1.0,2.0,1.0,56.0,1.0,1.0,1.0,2.0,5.0,Social development studies,1212
3.0,1.0,2.0,1.0,35.0,1.0,6.0,2.0,2.0,2.0,psychology,1213
2.0,2.0,2.0,1.0,18.0,1.0,1.0,2.0,1.0,1.0,biology,1214
4.0,2.0,2.0,1.0,28.0,1.0,2.0,1.0,1.0,3.0,mechanical engineering,1215
2.0,2.0,2.0,1.0,32.0,2.0,2.0,1.0,2.0,3.0,Political Science,1216
4.0,2.0,1.0,1.0,55.0,2.0,6.0,1.0,2.0,4.0,Econ,1217
4.0,2.0,2.0,2.0,53.0,1.0,6.0,2.0,3.0,3.0,Biology,1218
2.0,1.0,2.0,1.0,37.0,2.0,1.0,2.0,3.0,4.0,,1219
4.0,3.0,1.0,1.0,36.0,1.0,2.0,2.0,3.0,2.0,Scientific Computing,1220
4.0,2.0,2.0,1.0,54.0,1.0,2.0,2.0,1.0,1.0,Italian,1221
4.0,3.0,1.0,1.0,39.0,1.0,4.0,2.0,1.0,2.0,Design,1222
3.0,3.0,2.0,1.0,35.0,1.0,7.0,1.0,2.0,5.0,culinary arts,1223
