subject_id,academic_over_social,age,anxious,bookish,books_over_parties,calm,collect_books,conventional,critical,dependable,diagnosed_autistic,disorganized,education,engnat,enjoy_learning,excited_about_research,extraverted,familysize,gender,hand,hobbies_over_people,in_advanced_classes,intelligence_over_appearance,interested_science,introspective,libraries_over_publicspace,like_dry_topics,like_hard_material,like_science_fiction,like_superheroes,major,married,online_over_inperson,opennness,play_many_videogames,playes_rpgs,prefer_fictional_people,race_arab,race_asian,race_black,race_hispanic,race_native_american,race_native_austrailian,race_nerdy,race_white,read_tech_reports,religion,reserved,socially_awkward,strange_person,sympathetic,urban,voted,was_odd_child,watch_science_shows,writing_novel
1142,3.0,,3.0,3.0,5.0,2.0,4.0,1.0,2.0,3.0,2.0,6.0,,,2.0,2.0,2.0,,,,4.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,3.0,4.0,,,3.0,6.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,5.0,4.0,4.0,6.0,,,3.0,4.0,2.0
1143,5.0,21.0,1.0,5.0,0.0,7.0,5.0,3.0,2.0,6.0,2.0,5.0,3.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Economics and History (double major),1.0,5.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0
1144,3.0,,6.0,3.0,4.0,3.0,4.0,2.0,5.0,6.0,2.0,7.0,,,1.0,1.0,5.0,,,,5.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,,,3.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,5.0,5.0,5.0,5.0,,,3.0,5.0,1.0
1145,4.0,,3.0,3.0,5.0,6.0,4.0,3.0,5.0,7.0,2.0,2.0,,,2.0,4.0,2.0,,,,2.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,,,3.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,7.0,3.0,4.0,6.0,,,4.0,5.0,3.0
1146,5.0,,1.0,5.0,5.0,7.0,5.0,5.0,5.0,6.0,2.0,5.0,,,1.0,4.0,2.0,,,,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,,,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,6.0,5.0,5.0,3.0,,,5.0,5.0,2.0
1147,5.0,,6.0,1.0,5.0,5.0,5.0,1.0,1.0,6.0,2.0,2.0,,,1.0,1.0,3.0,,,,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,4.0,5.0,,,2.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,3.0,5.0,7.0,,,1.0,1.0,1.0
1148,4.0,,1.0,5.0,4.0,7.0,4.0,2.0,4.0,7.0,2.0,2.0,,,4.0,5.0,4.0,,,,1.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,,,4.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,6.0,5.0,5.0,5.0,,,5.0,4.0,3.0
1149,4.0,44.0,6.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,psychology,2.0,4.0,5.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0
1150,3.0,20.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,Computer Sciences,1.0,5.0,6.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,4.0,4.0,4.0,1.0,1.0,5.0,5.0,3.0
1151,5.0,,2.0,5.0,4.0,5.0,5.0,1.0,2.0,6.0,2.0,1.0,,,2.0,5.0,3.0,,,,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,,,4.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,6.0,5.0,5.0,7.0,,,4.0,5.0,1.0
1152,4.0,,3.0,3.0,5.0,6.0,4.0,4.0,3.0,4.0,2.0,5.0,,,2.0,5.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,,,3.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,4.0,4.0,3.0,5.0,,,3.0,4.0,1.0
1153,3.0,,5.0,3.0,3.0,3.0,5.0,1.0,6.0,5.0,2.0,2.0,,,2.0,2.0,2.0,,,,3.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,,,4.0,6.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,5.0,5.0,4.0,5.0,,,3.0,5.0,4.0
1154,5.0,,5.0,5.0,3.0,3.0,5.0,2.0,5.0,4.0,2.0,5.0,,,2.0,5.0,2.0,,,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,5.0,6.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,6.0,5.0,5.0,5.0,,,5.0,5.0,5.0
1155,5.0,,2.0,4.0,5.0,5.0,4.0,3.0,1.0,6.0,2.0,1.0,,,4.0,3.0,4.0,,,,3.0,5.0,2.0,1.0,1.0,4.0,3.0,5.0,4.0,5.0,,,2.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,2.0,5.0,3.0,7.0,,,2.0,5.0,1.0
1156,5.0,26.0,5.0,4.0,5.0,4.0,5.0,2.0,2.0,6.0,2.0,3.0,4.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,Biology,1.0,2.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,1.0
1157,3.0,63.0,5.0,4.0,4.0,6.0,4.0,2.0,1.0,6.0,2.0,6.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,nursing,3.0,3.0,5.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,5.0,4.0,4.0,6.0,1.0,2.0,4.0,3.0,1.0
1158,5.0,,6.0,1.0,4.0,6.0,3.0,2.0,1.0,7.0,2.0,1.0,,,5.0,5.0,5.0,,,,1.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,3.0,,,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,6.0,3.0,3.0,7.0,,,3.0,5.0,1.0
1159,4.0,,7.0,2.0,3.0,3.0,5.0,1.0,5.0,5.0,2.0,6.0,,,1.0,1.0,6.0,,,,2.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,,,5.0,4.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,,7.0,2.0,4.0,5.0,,,4.0,3.0,1.0
1160,1.0,16.0,6.0,1.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,7.0,1.0,1.0,5.0,3.0,2.0,1.0,3.0,1.0
1161,5.0,,7.0,5.0,5.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,,,1.0,5.0,1.0,,,,1.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,,,5.0,7.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,5.0,5.0,4.0,,,3.0,3.0,1.0
1162,5.0,57.0,5.0,5.0,5.0,4.0,4.0,1.0,7.0,6.0,2.0,2.0,4.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,Biology,2.0,1.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,5.0,4.0,7.0,3.0,2.0,4.0,5.0,1.0
1163,3.0,22.0,6.0,2.0,4.0,3.0,5.0,4.0,4.0,6.0,2.0,5.0,2.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,Physics,1.0,3.0,7.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,4.0,4.0,7.0,2.0,2.0,1.0,5.0,2.0
1164,5.0,25.0,5.0,3.0,4.0,6.0,2.0,2.0,5.0,5.0,2.0,6.0,3.0,1.0,3.0,5.0,6.0,3.0,2.0,1.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,geography,1.0,4.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,3.0,5.0,6.0,2.0,2.0,2.0,4.0,3.0
1165,5.0,49.0,1.0,4.0,5.0,7.0,4.0,3.0,1.0,6.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,2.0,Political Science,2.0,3.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,7.0,5.0,5.0,7.0,2.0,1.0,4.0,5.0,1.0
1166,4.0,29.0,5.0,1.0,4.0,4.0,4.0,5.0,6.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,,1.0,1.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,3.0,3.0,6.0,3.0,1.0,2.0,4.0,4.0
1167,5.0,,4.0,5.0,5.0,5.0,4.0,1.0,6.0,6.0,2.0,1.0,,,4.0,4.0,1.0,,,,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,,,5.0,6.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,5.0,5.0,2.0,,,5.0,5.0,5.0
1168,4.0,19.0,7.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,3.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,2.0,4.0,3.0,,1.0,5.0,6.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,7.0,4.0,5.0,4.0,1.0,2.0,4.0,4.0,3.0
1169,4.0,,3.0,4.0,5.0,6.0,4.0,1.0,1.0,7.0,2.0,3.0,,,2.0,5.0,1.0,,,,1.0,3.0,2.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,,,4.0,6.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,6.0,2.0,5.0,6.0,,,4.0,3.0,2.0
1170,3.0,44.0,2.0,3.0,4.0,5.0,2.0,2.0,5.0,5.0,2.0,6.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,Sociology,1.0,3.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,5.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0,2.0
1171,3.0,34.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,6.0,4.0,1.0,1.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,1.0,4.0,4.0,Political Science,1.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,5.0,4.0,6.0,1.0,2.0,4.0,5.0,3.0
1172,4.0,,2.0,3.0,5.0,5.0,4.0,3.0,5.0,0.0,2.0,5.0,,,3.0,5.0,2.0,,,,3.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,,,4.0,7.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,5.0,5.0,5.0,6.0,,,4.0,4.0,1.0
1173,5.0,26.0,7.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,1.0,4.0,2.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,,1.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,6.0,4.0,5.0,6.0,1.0,1.0,4.0,5.0,4.0
1174,4.0,,5.0,5.0,5.0,5.0,4.0,1.0,2.0,7.0,2.0,5.0,,,2.0,4.0,1.0,,,,2.0,4.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,,,4.0,6.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,7.0,4.0,4.0,5.0,,,5.0,4.0,2.0
1175,4.0,36.0,6.0,3.0,3.0,5.0,4.0,5.0,5.0,7.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,chemistry,2.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,4.0,4.0,6.0,2.0,2.0,3.0,5.0,3.0
1176,4.0,56.0,2.0,3.0,4.0,7.0,4.0,6.0,2.0,4.0,2.0,5.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,Electrical Engineering,2.0,3.0,6.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,5.0,3.0
1177,3.0,66.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,communications,2.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0
1178,1.0,,3.0,4.0,5.0,6.0,1.0,5.0,1.0,7.0,2.0,3.0,,,1.0,4.0,2.0,,,,1.0,1.0,4.0,2.0,3.0,1.0,4.0,5.0,4.0,2.0,,,1.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,5.0,3.0,4.0,6.0,,,4.0,3.0,1.0
1179,5.0,,1.0,5.0,5.0,7.0,4.0,2.0,1.0,6.0,2.0,2.0,,,1.0,5.0,1.0,,,,1.0,1.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,5.0,,,5.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,5.0,5.0,5.0,,,5.0,5.0,1.0
1180,5.0,15.0,3.0,4.0,5.0,5.0,5.0,3.0,6.0,3.0,2.0,6.0,1.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,,1.0,4.0,6.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,5.0,3.0
1181,4.0,,5.0,5.0,5.0,7.0,5.0,1.0,6.0,7.0,2.0,2.0,,,5.0,4.0,7.0,,,,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,,5.0,7.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,5.0,5.0,5.0,1.0,,,5.0,5.0,5.0
1182,5.0,,7.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,,,2.0,5.0,1.0,,,,5.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,,,5.0,7.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,3.0,5.0,5.0,5.0,,,5.0,5.0,2.0
1183,1.0,22.0,3.0,3.0,3.0,3.0,4.0,6.0,2.0,1.0,2.0,6.0,2.0,2.0,3.0,5.0,2.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,5.0,3.0,,1.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0
1184,5.0,,5.0,5.0,5.0,6.0,3.0,2.0,5.0,7.0,2.0,1.0,,,5.0,5.0,1.0,,,,1.0,1.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,,,5.0,4.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,5.0,5.0,5.0,,,5.0,5.0,1.0
1185,4.0,33.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,7.0,3.0,1.0,1.0,5.0,6.0,4.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,4.0,Physics,2.0,1.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,5.0,5.0,6.0,1.0,2.0,2.0,5.0,4.0
1186,4.0,22.0,4.0,5.0,5.0,0.0,4.0,0.0,5.0,6.0,2.0,0.0,2.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,English/History,1.0,4.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,4.0,4.0,0.0,2.0,2.0,4.0,4.0,1.0
1187,5.0,52.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,6.0,2.0,3.0,3.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,English,2.0,5.0,6.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,7.0,5.0,5.0,7.0,2.0,2.0,4.0,5.0,2.0
1188,4.0,,4.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,5.0,,,3.0,3.0,2.0,,,,2.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,,,5.0,6.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,6.0,5.0,4.0,4.0,,,5.0,5.0,2.0
1189,5.0,35.0,2.0,4.0,5.0,7.0,5.0,3.0,1.0,6.0,2.0,2.0,4.0,1.0,5.0,5.0,6.0,3.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,2.0,Philosophy,3.0,4.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,5.0,4.0,6.0,1.0,2.0,3.0,4.0,1.0
1190,5.0,45.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,6.0,2.0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,mba,2.0,4.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,7.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,4.0
1191,5.0,,1.0,5.0,5.0,7.0,5.0,2.0,7.0,5.0,2.0,5.0,,,1.0,5.0,6.0,,,,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,,,3.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,3.0,5.0,5.0,5.0,,,5.0,5.0,4.0
1192,5.0,,2.0,5.0,5.0,7.0,5.0,3.0,5.0,7.0,2.0,3.0,,,5.0,5.0,3.0,,,,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,,,3.0,5.0,5.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,,6.0,5.0,3.0,3.0,,,5.0,4.0,5.0
1193,5.0,,1.0,5.0,4.0,7.0,5.0,3.0,5.0,3.0,2.0,1.0,,,2.0,5.0,4.0,,,,1.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,,,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,,6.0,5.0,5.0,2.0,,,5.0,5.0,1.0
1194,2.0,,3.0,2.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,5.0,,,1.0,2.0,1.0,,,,3.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,,,4.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,6.0,4.0,1.0,3.0,,,1.0,5.0,1.0
1195,4.0,33.0,2.0,5.0,5.0,6.0,4.0,2.0,5.0,7.0,2.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,Music,2.0,5.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0
1196,4.0,35.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,2.0,5.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,Computer Science,2.0,5.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,6.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0
1197,5.0,,2.0,3.0,5.0,6.0,5.0,2.0,1.0,6.0,2.0,6.0,,,1.0,5.0,2.0,,,,1.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,,,3.0,5.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,7.0,5.0,5.0,5.0,,,5.0,5.0,1.0
1198,3.0,22.0,3.0,2.0,4.0,6.0,5.0,1.0,5.0,6.0,2.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,2.0,5.0,1.0,2.0,4.0,4.0,Physics,1.0,3.0,7.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,1.0,2.0,5.0,4.0
1199,4.0,,7.0,5.0,5.0,2.0,5.0,2.0,1.0,1.0,2.0,7.0,,,4.0,5.0,2.0,,,,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,,,5.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,,7.0,5.0,5.0,6.0,,,5.0,5.0,4.0
1200,2.0,17.0,4.0,5.0,5.0,4.0,1.0,3.0,3.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,3.0,1.0,3.0,5.0,5.0,1.0,1.0,,1.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0
1201,3.0,,7.0,3.0,5.0,3.0,4.0,4.0,6.0,5.0,2.0,5.0,,,3.0,5.0,5.0,,,,1.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,2.0,,,3.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,,3.0,4.0,1.0,4.0,,,5.0,5.0,3.0
1202,4.0,20.0,6.0,4.0,5.0,5.0,3.0,6.0,6.0,6.0,2.0,3.0,2.0,1.0,3.0,2.0,7.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,,1.0,4.0,2.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0
1203,3.0,45.0,3.0,4.0,4.0,7.0,5.0,2.0,2.0,7.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,civil engineering/history,2.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0
1204,4.0,,4.0,2.0,5.0,6.0,4.0,1.0,4.0,5.0,2.0,5.0,,,2.0,2.0,5.0,,,,2.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,,,5.0,5.0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,,7.0,5.0,5.0,5.0,,,4.0,5.0,2.0
1205,4.0,52.0,2.0,3.0,1.0,6.0,5.0,6.0,6.0,6.0,2.0,7.0,4.0,1.0,1.0,4.0,6.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,mechanical engineering,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,1.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,1.0
1206,5.0,,3.0,5.0,5.0,6.0,5.0,2.0,3.0,6.0,2.0,2.0,,,1.0,5.0,3.0,,,,1.0,5.0,4.0,1.0,1.0,5.0,2.0,5.0,5.0,5.0,,,3.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,5.0,5.0,5.0,5.0,,,5.0,5.0,1.0
